X,Y,OBJECTID,record,vesselTerms,areaIdentifier,chart,positionQuality,positionSource,depth,soundingType,yearSunk,history,latitudeDD,longitudeDD
-10432151.8526265,3412593.27340077,9024,11578,OBSTRUCTION,K,11341,High,Direct,40,Feet and tenths,,"H10948/2000--OPR-K171-KR; FOUND AN UNCHARTED OBSTRUCTION IN 29/17/23.55N, 093/42/48.99W (NAD83) WITH A LEAST DEPTH OF 40 FEET MLLW. (UPDATED 7/02 BY MBH)",29.289875,-93.713608
-10389023.8892936,3457860.22394546,9025,11579,OBSTRUCTION,K,11347,High,Direct,25,Feet and tenths,,"H10561/94--OPR-K171-MI-94; FOUND AN OBSTRUCTION IN 29/38/38.08N, 093/19/34.26W (NAD83) WITH A LEAST DEPTH OF 25 FEET MLLW. LNM20/96--8CGD (14 MAY 1996); PLACED THIS OBSTRUCTION ON THE CHART AND LISTED THE SOURCE AS NOS BP157588 WHICH IS A Q-DWG OF",29.643911,-93.326183
-10391548.3943345,3483416.22958121,9026,11584,OBSTRUCTION,K,11347,Low,Scaled,,,,"CL1027/82--TETRA, INC.-CAMERON PARISH SURVEY OF UNDERWATER OBSTRUCTIONS; FOUND THIS OBSTRUCTION AND DESCRIBED IT AS SCATTERED SHIPWRECK OR POSSIBLY REMAINS OF A FORMER CHANNEL MARKER. NO DEPTH INFO WAS PROVIDED. (ENTERED 7/02 BY MBH)",29.843239,-93.348861
-10390522.696764,3496118.41050146,9027,11586,OBSTRUCTION,K,11347,Low,Scaled,,,,"SOURCE UNKNOWN--THIS PLATFORM PREDATES THE FIRST EDITION OF CHART 11347 (AUGUST 19, 1967). CL1437/78--USPS CHART CORRECTION LETTER; REPORTS THAT THIS PLATFORM IS MISSING. CHART CHANGED TO RUINS. (ENTERED 7/02 BY MBH)",29.942164,-93.339647
-10582796.881928,3326979.56523285,9028,10918,OBSTRUCTION,K,11321,Poor,Direct,,,,"LNM28/89 (7/11/89)--CGD8; REPORTS A SUMBERGED OBSTRUCTION IN APPROXIMATE POSITION LAT. 28/37/00.00N, LONG. 095/04/00.00W (NAD27). (ENTERED 3/01 BY MBH)",28.616925,-95.066875
-10590495.2956156,3355789.6630494,9029,10925,OBSTRUCTION,K,11321,High,Direct,51,Feet and tenths,,"CL922/59--USACE PERMIT LETTER TO USC&GS REGARDING VARIOUS FISH HAVEN ESTABLISHMENTS; ESTABLISHES A FISH HAVEN (ARTIFICIAL REEF) IN LAT. 28/51/00N, LONG 095/08/30W (NAD27) THROUGH A USACE PERMIT DATED 1/21/59 TO THE STATE OF TEXAS GAME AND FISH COMMISS",28.843869,-95.136031
-10605656.0124501,3360805.9416378,9030,10926,DUMP SITE,K,11321,High,Scaled,,,,"CL412/90--FEDERAL REGISTER, VOL. 55, NO. 59, PAGE 11185-11188, 3/27/90; EPA DESIGNATION OF OCEAN DUMPING SITES. ESTABLISHES THIS SITE AS BOUNDED BY LAT. 28/54/00.00N, LONG. 095/15/49.00W; LAT. 28/53/28.00N, LONG. 095/15/16.00W; LAT. 28/52/00.00N, LON",28.883333,-95.272222
-10603800.7611536,3355509.82186656,9031,10927,DUMP SITE,K,11321,High,Scaled,,,,"CL412/90--FERDERAL REGISTER, VOL 55, NO. 59, 3/27/90, PAGE 11185-11188; EPA DESIGNATION OF OCEAN DUMPING SITES. ESTABLISHES THIS SITE AS BOUNDED BY LAT. 28/50/51N, LONG. 095/13/54W; LAT. 28/51/44N, LONG. 095/14/49W; LAT. 28/50/15N, LONG. 095/16/40W;",28.841667,-95.255556
-10390320.5406411,3499372.22390944,9032,11587,OBSTRUCTION,K,11347,Low,Scaled,,,,"SOURCE UNKNOWN--THIS PLATFORM PREDATES THE FIRST EDITION OF CHART 11347 (AUGUST 19, 1967). CL1436/78--USPS CHART CORRECTION LETTER; REPORTS THAT THIS PLATFORM IS NOT VISIBLE. CL1437/78--USPS CHART CORRECTION LETTER; REPORTS THAT THIS PLATFORM",29.967489,-93.337831
-10390198.3118329,3500014.73324972,9033,11588,OBSTRUCTION,K,11347,Low,Scaled,,,,"SOURCE UNKNOWN--THIS PLATFORM PREDATES THE FIRST EDITION OF CHART 11347 (AUGUST 19, 1967). CL1436/78--USPS CHART CORRECTION LETTER; REPORTS THAT THIS PLATFORM IS NOT VISIBLE. CL1437/78--USPS CHART CORRECTION LETTER; REPORTS THAT THIS PLATFORM",29.972489,-93.336733
-10390262.0978971,3499477.20772726,9034,11589,OBSTRUCTION,K,11347,Med,Scaled,,,,"SOURCE UNKNOWN--THIS PILE PREDATES THE FIRST EDITION OF CHART 11347 (AUGUST 19, 1967). SINCE IT IS A LONE PILE THAT HAS NEVER BEEN CHARTED AS ""PA"" OR ""PD"", IT COULD HAVE BEEN A CHANNEL MARKER OR A DREDGING MARKER AND MAY HAVE BEEN SHOWN ON A TOPO MANU",29.968306,-93.337306
-10390090.4432814,3501655.46330978,9035,11590,OBSTRUCTION,K,11347,Low,Scaled,,,,"SOURCE UNKNOWN--THIS PILE PREDATES THE FIRST EDITION OF CHART 11347 (AUGUST 19, 1967). CL1436/78--USPS CHART CORRECTION LETTER; REPORTS THAT THIS PILE IS NOT VISIBLE. CHART CHANGED TO SUBMERGED PILE. (ENTERED 7/02 BY MBH)",29.985256,-93.335764
-10389806.2446653,3504720.6865495,9036,11591,OBSTRUCTION,K,11347,Low,Direct,,,,"LNM40/85--8CGD (18 SEPT. 1985); REPORTS A SUBMERGED OBJECT APPROXIMATELY 30 YARDS FROM THE WEST BANK OF THE CALCASIEU RIVER, 100 YARDS NORTH OF BLACK LAKE BAYOU, IN APPROXIMATELY 30/00/32N, 093/19/59W (NAD27). THE DEPTH OF WATER IS 7 FEET WITH APPROX",30.009103,-93.333211
-10389623.2360871,3523013.59928141,9037,11595,OBSTRUCTION,K,11347,Low,Direct,,,,"SOURCE UNKNOWN--THIS DOLPHIN PREDATES THE FIRST EDITION OF CHART 11347 (AUGUST 19, 1967). CL522/99--USPS CHART CORRECTION LETTER; REPORTS THE DOLPHIN AS MISSING. CHART CHANGED TO SUBMERGED DOLPHIN. (ENTERED 7/02 BY MBH)",30.1513,-93.331567
-10380471.2134133,3531827.70733704,9038,11600,OBSTRUCTION,K,11347,Low,Scaled,,,,"CL911/80--USPS CHART CORRECTION LETTER; REPORTS AN ABANDONED DREDGE PIPE MANIFOLD 48"". (ENTERED 7/02 BY MBH)",30.219742,-93.249353
-10380359.2259755,3531812.63460157,9039,11601,OBSTRUCTION,K,11347,Low,Scaled,,,,"CL911/80--USPS CHART CORRECTION LETTER; REPORTS AN ABANDONED DREDGE PIPE MANIFOLD 48"". LNM8/01--8CGD (20 FEB. 2001); ADDED A SUBMERGED OBSTRUCTION, PA, IN 30/13/11.5N, 093/14/54.19W (NAD83). THIS MOST LIKELY IS ONE OF THE OBSTR. (PIPE) REPORTED I",30.219625,-93.248347
-10379879.327523,3531772.95604058,9040,11602,OBSTRUCTION,K,11347,Low,Scaled,,,,"CL911/80--USPS CHART CORRECTION LETTER; REPORTS AN ABANDONED DREDGE PIPE MANIFOLD 48"". (ENTERED 7/02 BY MBH)",30.219317,-93.244036
-10379668.1543987,3531906.80734083,9041,11603,OBSTRUCTION,K,11347,Low,Scaled,,,,CL911/80--USPS CHART CORRECTION LETTER; REPORTED FEATURES IDENTIFIED AS SNAGS - TWO ARE CHARTED - THE AWOIS POSITION IS BETWEEN THE TWO. (ENTERED 7/02 BY MBH),30.220356,-93.242139
-10379407.4440747,3531701.32880728,9042,11604,OBSTRUCTION,K,11347,High,Scaled,,,,H05375/33-34--SUBMERGED PILE WAS NOTED ON THE SMOOTH SHEET BUT NOT ADDRESSED IN THE DESCRIPTIVE REPORT. (ENTERED 7/02 BY MBH),30.218761,-93.239797
-10379336.97883,3531992.60690452,9043,11605,OBSTRUCTION,K,11347,Low,Scaled,,,,CL1564/80--USPS CHART CORRECTION LETTER; A VISIBLE OBSTRUCTION AT THE SIDE OF THE CHANNEL WAS LOCATED BY SEXTANT FIXES PLOTTED ON A CHARTLET. THE OBSTRUCTION WAS ESTIMATED TO BE 100 FEET IN DIAMETER. THE OBSTRUCTION WAS CHARTED AS A SUMENRGED OBSTRU,30.221022,-93.239164
-10442537.7426435,3451952.69401554,9044,11606,OBSTRUCTION,K,11341,High,Direct,9,Meters and tenths,,HISTORY H10851/99--OPR-K171-KR; CONTACT APPEARED ON ONLY ONE SIDE SCAN AND MULTIBEAM LINE. MEASUREMENTS TAKEN FROM THE DIGITAL SIDE SCAN DATA SHOW THAT THE OBJECT HAS RELIEF OF 1.1 METERS. A LEAST DEPTH OF 8.60 METERS (28.2 FEET) WAS DETERMINED FRO,29.597778,-93.806906
-10390724.0727685,3469713.40781745,9045,11610,OBSTRUCTION,K,11347,High,Direct,18,Feet and tenths,,"H10560/94--OPR-K171-MI-94; FOUND AN OBSTRUCTION IN 29/44/11.08N, 093/20/29.24W (NAD83) WITH A LEAST DEPTH OF 18.4 FEET MLLW. LNM20/96--8CGD (14 MAY 1996); PLACED THIS OBSTRUCTION ON THE CHART AND LISTED THE SOURCE AS NOS BP157588 WHICH IS A Q-DWG",29.736411,-93.341456
-10605872.5290636,3364973.81068715,9046,10929,OBSTRUCTION,K,11321,Poor,Scaled,,,,LNM114/70 (12/14/70)--CGD8; REPORTS THE ESTABLISHMENT OF A TEMPORARY AID TO NAVIGATION TO MARK THE APPROXIMATE POSITION OF HIGH EXPLOSIVE AMMUNITION REPORTED LOST OVERBOARD FROM A VESSEL. THE AWOIS POSITION IS SCALED FROM THE CURRENT CHART AS THE REF,28.916111,-95.274167
-10799874.2769384,3052376.63441774,9047,10932,FISH HAVEN,K,11301,Med,Direct,,,,"CL 1965/75--USACE PERMIT TO TEXAS COAST AND MARINE COUNCIL; PERMIT TO CONTRUCT A ARTIFICAL REEF IN THE APPROXIMATE POSITION OF LAT 26/25/45 N, LONG. 97/01/00 W (NAD27). THE REEF IS TO INCLUDE 3 HULLS OF SHIPS (LIBERTY SHIPS), SPACED 400 FEET APART. TH",26.429514,-97.016914
-10800681.6773965,3051988.16366492,9048,10933,FISH HAVEN,K,11301,Med,Scaled,,,,"CL 603/98--NOS INQUIRY TO THE TEXAS PARKS AND WILDLIFE DEPT. PERTAINING TO A USACE PERMIT TO CONSTRUCT AN ARTIFICIAL FISHING REEF IN THE APPROXIMATE OF LAT. 26/25/35 N, LONG. 97/01/27 W (NAD83). THE REEF IS TO INCLUDE 3 LIBERTY SHIP HULLS AND 14 PORTIO",26.426389,-97.024167
-10789360.1481136,3041710.50202053,9049,10935,OBSTRUCTION,K,11301,Poor,Direct,,,,"LNM 13/84 (28 MAR 1984)--CGD8; REPORTS TWO FUEL TANKS FROM THE 73FT F/V MISS KECHIA WERE SUNK IN APPROXIMATE POSITION LAT. 26/20/36.00 N, LONG. 096/55/20.00 W (NAD27). (ENTERED 1/01 BY MBH)",26.343681,-96.922464
-10542152.2353056,3393529.38765809,9050,10940,FISH HAVEN,K,11323,Med,Scaled,,,,THE AWOIS POSITION IS THE SCALED CENTER OF THE CURRENTLY CHARTED FISH HOUSE. CL509/63--NTOM; NOTICE ESTABLISHING THE GALVESTON FISHING REEF BUOY IN LAT. 29/08/24N LONG.094/42/06 W (NAD27) TO MARK AN ARTIFICIAL FISHING REEF. CL918/70--COE PERMIT; E,29.140406,-94.701758
-10444242.3786682,3457740.7204063,9051,11299,OBSTRUCTION,K,11341,High,Direct,8,Feet and tenths,,"H10851/99--OPR-K171-KR; OBSTRUCTION FOUND IN 29/38/34.72N, 093/49/19.99W (NAD83) WITH A LEAST DEPTH OF 8.3' MLLW. THIS OBSTRUCTION APPEARS TO BE SUBMERGED JETTY ROCK. (ENTERED 2/02 BY MBH)",29.642978,-93.822219
-10442537.7426438,3451962.67996754,9052,11300,OBSTRUCTION,K,11341,High,Direct,28,Feet and tenths,,"H10851/99--OPR-K171-KR; OBSTRUCTION FOUND IN 29/35/52.28N, 093/48/24.86W (NAD83) WITH A LEAST DEPTH BY MULTIBEAM OF 28.2' MLLW. (ENTERED 2/02 BY MBH)",29.597856,-93.806906
-10442482.6394361,3450752.13159551,9053,11301,OBSTRUCTION,K,11341,High,Direct,33,Feet and tenths,,"H10851/99--OPR-K171-KR; THIS OBSTRUCTION IS ACTUALLY TWO OBSTRUCTIONS THAT ARE VERY CLOSE TOGETHER AND CANNOT BE CHARTED SEPERATELY. THE OBSTRUCTION(S) WAS POSITIONED IN 29/35/18.24N, 093/48/23.08W (NAD83) WITH A LEAST DEPTH BY MULTIBEAM OF 33' MLLW.",29.5884,-93.806411
-9956817.83212689,3359959.91201069,9054,11621,DUMP SITE,K,11361,Med,Scaled,,,,"HISTORY CL325/89--04/10/89, FEDERAL REGISTER/VOL. 54, NO. 61/FRIDAY, MARCH 31, 1989/RULES AND REGULATIONS/PG 2; THE DISPOSAL SITE IS LOCATED ON THE WEST SIDE OF THE SOUTHWEST PASS CHANNEL APPROXIMATLEY 1.75 NAUTICAL MILES FROM SHORE. WATER DEPTHS W",28.876678,-89.443611
-10726063.8762959,3260643.31173992,9055,10950,OBSTRUCTION,K,11300,Med,Direct,76,Feet and tenths,,"LNM 42/83 (105/83)--CGD8; REPORTS AN UNDER WATER WELL CASING OBSTRUCTION IN POSITION LAT. 28/05/32 N, LONG. 96/21/13 W (NAD27). OBSTRUCTION IN 76 FEET OF WATER. (ENTERED 3/01 BY DMS)",28.092514,-96.353864
-10709055.4785723,3268311.64101787,9056,10954,OBSTRUCTION,K,11300,High,Direct,79,Feet and tenths,,"H11177/03 -- OPR-K379-KR-03; The item was detected on side scan sonar data (290/153430S on line ss339). Several investigation lines were run with multibeam only in October, 2004 (lines 911 to 917). A least depth of 24.02 meters (78.81 feet) was determin",28.153267,-96.201075
-10710667.4965639,3269442.32133869,9057,10955,OBSTRUCTION,K,11300,Low,Direct,9,Fathoms and tenths,,"LNM 52/97 (12/23/97)--CGD8; REPORTS A SUNKEN RIG (CGD8 172-97) COVERED BY 9 FATHOMS OF WATER IN APPROXIMATE POSITION LAT. 28/09/44.00 N, LONG. 096/12/56.00 W (NAD83). THIS LNM ALSO ADDS THE MURPHY EXPLORATION LIGHTED BUOY ""WR""-PRIVATE MAINTAINED- WITH",28.162222,-96.215556
-10696399.3396664,3263645.85464152,9058,10956,FISH HAVEN,K,11300,High,Direct,60,Feet and tenths,,"CL 1216/76--USACE PERMIT # 9889; PERMIT AUTHORIZING AN ARTIFICIAL REEF CONTAINING 3 LIBERTY SHIPS IN LAT. 28/06/35 N, LONG. 096/05/00 W (NAD27). THE LIBERTY SHIPS ARE 430' IN LENGTH, 57' IN WIDTH AND PLACED 400 FT APPART. THE SHIPS ARE TO BE PLACED WIT",28.116306,-96.087383
-10799759.2891937,3231081.81925814,9059,10957,OBSTRUCTION,K,11307,High,Direct,28,Feet and tenths,,"--H11246--NOS, 2006: No portion of this items search radius was covered during survey operations. It is recommended that this obstruction remain as charted. (ETR 12/21/2008) H10205/85--OPR-K120-WH-85; AN UNINVESTIGATED OBSTRUCTION WAS FOUND IN LAT.",27.857989,-97.015881
-10793081.8989467,3223655.0543517,9060,10959,OBSTRUCTION,K,11307,High,Direct,55,Feet and tenths,,"--H11246--NOS, 2006: Obstruction found. Recommended charting as 58ft obstn at 27/47/56.14N 96/57/20.41W and danger curve. H10392/91-- OPR-K220-WH; 200% SIDE SCAN SONAR SEARCH ACCOMPLISHED. CONTACT FOUND; LAT. 27-47-56.19N, LONG. 96-57-21.23W, EST. DE",27.798989,-96.955897
-10795208.4352646,3209632.10685774,9061,10962,OBSTRUCTION,K,11307,High,Direct,,,,"--H11246--NOS, 2006: An obstruction found within 2000m search radius. Recommended charting at 27°41¿15.00¿N, 96°58¿30.00¿W as 67ft obstruction. (ETR 12/21/2008) LNM39/96 (9/24/96)--CGD8; REPORTS A 2' X 1' ORANGE STYROFOAM BUOY IS REPORTED SUBMERGED I",27.6875,-96.975
-10519698.8484125,2777842.53567657,9062,798,OBSTRUCTION,K,11323,Low,Direct,0,,,"00798 HISTORY LNM14/84--OUTBOUND MOTOR VESSEL WITH DRAFT OF 38 FT. REP. STRIKING UNKNOWN SUBM. OBJECT IN GALVESTON ENTRANCE SAFETY FAIRWAY IN VICINITY POSITION LAT. 29-12-00N, LONG. 94-30-00W. EXTREME CAUTION ADVISED WHEN TRANSITING",24.200361,-94.500056
-10520997.501927,2777842.53565083,9063,799,OBSTRUCTION,K,11323,Low,Direct,0,,,"00799 HISTORY LNM3/84--OUTBOUND TANK VESSEL REP. STRIKING UNKNOWN SUBM. OBJECT IN THE GALVESTON ENTRANCE SAFETY FAIRWAY VIC. POSITION LAT. 24-12-OON, LONG. 94-30-42W. EXTREME CAUTION ADVISED WHEN TRANSITING AREA. CHARTED IN",24.200361,-94.511722
-10794876.592118,3220262.23954076,9064,188,OBSTRUCTION,K,11307,High,Direct,,,,"--H11246--NOS, 2006: It is recommended that the fish haven be retained as charted. (ETR 12/21/2008) CL1178/58--FISH HAVEN, LOCATED IN LAT 27-46-25N, LONG 96-58-15W, APPROX 240 CARBODIES IN 60FT OF WATER COVERED 48 FT WITHIN A 400 FT SQ AREA.",27.772025,-96.972019
-10468875.2670456,3280142.20392442,9065,219,OBSTRUCTION,K,11300,Med,Unknown,0,,,00219 HISTORY NM51/75 NO ADDITIONAL INFO LNM14/75 ZAPATA DRILLING RIG NO. 24; IN 196 FT SURVEY REQUIREMENTS NOT DETERMINED,28.246928,-94.0435
-10468689.6974202,3280563.39472433,9066,220,OBSTRUCTION,K,11300,Low,Scaled,0,,,"00220 HISTORY LNM14/75 NM51/75--OBSTRUCTION REPORTED AT LAT.28-14-48, LONG.94-02-38W. CL597/77--DEBRIS REMOVAL TO 85 FT MLW. POS. LAT.28-14-48N, LONG.94-02-38W.",28.250261,-94.041833
-10475183.6329903,3282669.79878586,9067,221,OBSTRUCTION,K,11300,Low,Unknown,0,,,"00221 HISTORY NM51/75-- OBSTRUCTION REPORTED CL1378/80--UNKNOWN OBSTRUCTION REPORTED TO HAVE CAUSED DAMAGE TO OTHER VESSEL AT 28-16N,94-06W.",28.266928,-94.100169
-10653302.3238169,3322753.89286294,9068,254,OBSTRUCTION,K,11321,Low,Scaled,0,,,00254 HISTORY NM47/64 UNIDENTIFIED OBSTR. STRUCK BY A VESSEL CAUSING 40 FT GASH SURVEY REQUIREMENTS NOT DETERMINED,28.583597,-95.700236
-9957719.85433593,3363803.24359932,9069,295,OBSTRUCTION,K,11361,Low,Unknown,0,,,"00295 DESCRIPTION 24 NO.1240; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH H.O. FILES, DATED 7/16/43 SURVEY REQUIREMENTS NOT DETERMINED",28.906906,-89.451714
-10174614.1411672,3372069.91334617,9070,307,OBSTRUCTION,K,11356,Low,Not Provided,0,,,00307 HISTORY NM DATED 6/20/53 DESCRIPTION 24 NO.1019; POSITION ACCURACY WITHIN 1 MILE; LEAST DEPTH 17 FT. (SOURCE UNK.,28.971894,-91.400108
-9929240.64764507,3374968.96477892,9071,310,OBSTRUCTION,K,11361,Low,Direct,0,,,"NM10/55 (3/5/55) -- OBSTRUCTION - COE ADVISES THAT AN OIL DRILLING RIG ON A PONTOON WAS LOST OVERBOARD FROM A BARGE IN ABOUT 14 FEET OF WATER IN APPROX. 28/59/40.00N, 089/11/45.00W (NAD27). THE OBSTRUCTION IS NOT VISIBLE ABOVE THE WATER AND IS REPOR",28.994675,-89.195881
-10554574.9367155,3383358.01816611,9072,321,OBSTRUCTION,K,11323,High,Direct,0,,,"HISTORY H9843/79-- METAL CONTAINER 8 FT. X 12 FT X 4 FT, 4 FEET OFF THE ì BOTTOM IN 59 FEET; DIVER VERIFIED.",29.060569,-94.813353
-10538099.3142831,3394743.03372236,9073,335,OBSTRUCTION,K,11323,High,Direct,54,Feet and tenths,,"HISTORY CL1227/72-- RADIO MESSAGE RU/HE TO AMC; OBSTRUCTION REPORTED AT ì ABOVE POSITION, LD 48 FEET (PREDICTED). NM41/72-- REPEATS ABOVE INFO. CL1431/73-- RU/HE REPORT OBSTRUCTION TO BE A PIPE EXTENDING ì APPROX. 4 FEET OFF THE BOTTOM; CLEAR",29.149928,-94.66535
-10537091.8726578,3395470.99487037,9074,338,OBSTRUCTION,K,11323,High,Direct,53,Feet and tenths,,HISTORY CL1227/72-- RADIO MESSAGE RU/HE TO AMC; REPORT OBSTRUCTION WITH ì LD OF 50 FEET (PREDICTED). NM41/72-- PUBLISHES ABOVE INFO. CL1431/73-- RU/HE REPORT OBSTRUCTION IS A 2-INCH DIA. PIPE ì EXTENDING APPROX. 6 FEET OFF THE BOTTOM; CLEARED,29.155639,-94.6563
-10533234.9853806,3398665.9113793,9075,346,OBSTRUCTION,K,11323,High,Direct,52,Feet and tenths,,"HISTORY CL1431/73-- RU/HE UNINVESTIGATED HANG IN 55 FEET. H10805/98-99--OPR-K171-KR; OBSTRUCTION FOUND IN LATITUDE 29/10/50.52N, LONGITUDE 094/37/17.95W (NAD83) WITH A LEAST DEPTH OF 52 FEET MLLW. AHB RECOMMENDED CHARTING ONLY A 52-FOOT SOUNDING",29.1807,-94.621653
-10547605.6676508,3404629.35207219,9076,352,OBSTRUCTION,K,11323,High,Direct,36,Feet and tenths,,"HISTORY CL1431/73-- RU/HE REPORT OBSTRUCTION TO BE AN ANCHOR AND CABLE; ì HUNG AT 38 FEET, CLEARED AT 36 FEET (PREDICTED) IN 42 FEET, IN ì LAT. 29-13-38.0N, LONG. 94-45-02.0W. H9298/71WD-- CARRIED FORWARD.",29.227461,-94.750747
-10524978.1944439,3411466.1545459,9077,366,OBSTRUCTION,K,11323,High,Direct,43,Feet and tenths,,"HISTORY CL1441/71-- RU/HE RADIO MESSAGE TO AMC; REPORT OBSTRUCTION WITH ì LD OF 42 FEET (PREDICTED). CL1431/73-- RU/HE REPORT A STEEL SKELETON TOWER LAYING ON ITS ì SIDE; 6 X 6-FOOT BASE NARROWING TO ABOUT 3 X 3-FOOT TIP, APPROX. ì 50 FEET LONG.",29.281044,-94.547481
-10546671.8084596,3411660.78510363,9078,367,OBSTRUCTION,K,11323,High,Direct,19,Feet and tenths,,"HISTORY CL1431/73-- RU/HE REPORT OBSTRUCTION TO BE A LARGE ANCHOR ì EXTENDING 3 FEET OFF THE BOTTOM IN LAT. 29-16-56.4N, LONG. ì 94-44-31.8W. LD OF 23 FEET IN 26 FEET; CLEARED TO 19 FEET ì (PREDICTED) H9298/71WD-- CARRIED FORWARD.",29.282569,-94.742358
-10545298.9048733,3412958.44436978,9079,370,OBSTRUCTION,K,11323,High,Direct,0,,,"HISTORY CL1431/73-- RU/HE REPORT OBSTRUCTION TO BE AN ANCHOR 10 INCHES ì OFF THE BOTTOM; HUNG AT 21 FEET IN 26 FEET IN LAT. 29-17-33.0N, ì LONG. 94-43-47.0W (PREDICTED). H9298/71WD-- CARRIED FORWAED.",29.292736,-94.730025
-10540215.2764892,3416043.50437358,9080,379,OBSTRUCTION,K,11324,Med,Not Provided,0,,,HISTORY CL699/73--RADIO TRANS FROM R/H REPORTING UNDERWATER OBSTR,29.316903,-94.684358
-10540308.1169881,3416575.3926191,9081,380,OBSTRUCTION,K,11323,Low,Scaled,0,,,00380 HISTORY CL1255/77 USPS REPORT(UNAVAILABLE) SURVEY REQUIREMENTS NOT DETERMINED,29.321069,-94.685192
-10536170.7045762,3421193.49432163,9082,387,OBSTRUCTION,K,11323,Med,Unknown,0,,,00387 HISTORY CL1431/73 F/H DR REPORTING A WOODEN OBJECT 3.5 FT OFF BOTTOM POSSIBLY REMAINS OF LINDA LOU(SEE LISTING); HUNG AT 30 FT IN 32 FT. H9298/71WD AS ABOVE(UNPROCESSED),29.357233,-94.648025
-10524462.006258,3423037.41327905,9083,388,OBSTRUCTION,K,11323,High,Direct,35,Feet and tenths,,"HISTORY NM23/65-- OBSTRUCTION (TANK) REPORTED IN APPROX. POSITION LAT. ì 29-22N, LONG. 94-32W; 20 FEET LONG AND 10 FEET HIGH. FE1/66 (FE203WD)-- WIRE DRAG OPS NEGATIVE; CLEARED TO 32 FEET. NM14/67-- PUBLISHES ABOVE INFOMATION. H9298/71WD--",29.371669,-94.542844
-10532886.7791831,3432863.66599807,9084,397,OBSTRUCTION,K,11323,Low,Unknown,0,,,00397 HISTORY LNM53/77 SUBMERGED STANDPIPE AWASH IN 12 FT OF WATER APPROX 1/2 MI OFFSHORE AND 300 YDS EAST OF ANOTHER WRECK(SEE UNKNOWN AT 29 26 3840N 94 37 1920W) SURVEY REQUIREMENTS NOT DETERMINED,29.448564,-94.618525
-10519713.672682,3437338.70905168,9085,404,OBSTRUCTION,K,11323,Low,Unknown,0,,,00404 HISTORY NM39/68 OIL PRODUCTION PLATFORM REPORTED DESTROYED SURVEY REQUIREMENTS NOT DETERMINED,29.483564,-94.500189
-9941578.52691737,3454824.3760769,9086,415,OBSTRUCTION,K,11323,Med,Unknown,0,,,00415 HISTORY NM35/66 UNIDENTIFIED OBSTR BARELY VISIBLE ABOVE WATER 40 TO 50 YDS SW OF GULF OUTLET LIGHTED BUOY 69. SURVEY REQUIREMENTS NOT DETERMINED,29.620206,-89.306714
-10813974.7851965,3006971.78143258,9087,109,OBSTRUCTION,K,11302,Med,Direct,,,,"SURVEY REQUIREMENT COMMENTS OPERATIONAL CONSTRAINTS CONSIDERED, SIDE SCAN MAY NOT BE FEASIBLE HISTORY NM45/68--BRAZOS SANTIAGO SOUTH JETTY LIGHT (LL 3413), APPROX. POS. LAT.26-03.8N, LONG.97-08.6W (NAD 27), PREVIOUSLY REPORTED DESTROYED, H",26.063689,-97.143581
-10831045.6379497,3169188.72329999,9088,165,OBSTRUCTION,K,11307,Med,Unknown,0,,,00165 HISTORY NM2/57 DRILLING PLATFORM TO BE ESTABLISHED; SUN OIL CO. NM17/57 CAPSIZED; BUOYS ESTABLISHED NM24/58 PORTION OF PLATFORM REMOVED,27.365319,-97.296931
-10710354.4683939,3337199.84568613,9089,5403,OBSTRUCTION,K,11317,Med,Scaled,0,,,"SURVEY REQUIREMENT COMMENTS SEARCH FOR PIERS WITHIN 50 METERS OF SHORE HISTORY USGS QUAD--PALACIOS; FOUR SMALL PIERS APPEARED ON USGS QUAD ì (BP75180) POSITION OF MOST EASTERLY PIER SCALED FROM CHART 11317 ì (1:50,000) POSITION: LAT. 28-41-5",28.697489,-96.212744
-10709801.3217018,3337132.2039244,9090,5404,OBSTRUCTION,K,11317,High,Direct,0,,,"HISTORY T9287/46--DETACHED PIER APPEARS ON REVIEWED TOPO SHEET. ì POSITION SCALED FROM CHART 11317 (1: 50,000) POSITION: LAT. ì 28-41-48N, LONG. 96-12-25W. (ENT GM 1/88) H10382/91-- OPR-K228-AHP; WOOD PIER LOCATED AS SHOWN ON T-SHEET ì IN LAT. 2",28.696956,-96.207775
-10709581.4656728,3337728.68179624,9091,5405,OBSTRUCTION,K,11317,Low,Scaled,0,,,"HISTORY CL695/76--USPS, T-SHAPED PIER REPORTED ON EAST SIDE OF ì PALACIOS. POSITION SCALED FROM CHART 11317 (1: 50,000). POSITION ì LAT. 28-42-05N, LONG. 96-12-20W. (ENT GM 1/88",28.701656,-96.2058
-10709488.7364924,3337129.28506713,9092,5408,OBSTRUCTION,K,11317,Low,Scaled,0,,,"HISTORY UNKNOWN SOURCE--PILE FIRST APPEARED ON 1954 EDITION OF CHART ì 11316 (1284). CL292/72--USPS; PILE REPORTED NOT VISIBLE. CHARTED AS ì SUBMERGED PILE. POSITION SCALED FROM CHART 11317(1:50,000). ì POSITION: LAT. 28-41-48N, LONG. 96-12-17W.",28.696933,-96.204967
