OBJECTID,SOURCE_ID,COUNTRY,NAME,LEAST_DEPTH,MAX_DEPTH,DEPTH_INFO,DEPTH_PREC,OBJECT_LENGTH,LOC_PREC,SITE_AREA,SINK_CONTEXT,SINK_YR,DATING,PERIOD,STATUTORY_PROT,OBJ_DESC,SHIP_CHAR,OBJ_TYPE,EST_TONNAGE,PLACE_ORIG,PLACE_DEST,ARTEFACTS,COAST_DIST,SOURCE_INFO,REFERENCE,WEBSITE1,WEBSITE2
"7655",W11420,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,12781.284341322,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7656",W11421,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,19313.7408402681,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7657",W11423,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,31.8937639505135,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7658",W11424,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,12939.0517364037,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7659",W11426,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck marked on a mid-nineteenth century chart,n.a.,n.a.,,n.a.,n.a.,n.a.,2580.66095079358,National Monuments Service (Ireland),"Admiralty Chart by Frazer, Aird & Hoskyn, Survey of Boyne St 1, 1852.",n.a.,n.a.
"7660",W11427,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,197994.758246028,National Monuments Service (Ireland),"United Kingdom Hydrographic Office; www.wrecksite.eu.",n.a.,n.a.
"7661",W11428,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,52651.4966628319,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7662",W11429,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,51007.4463135231,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7663",W11430,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,171525.834323249,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7664",W11431,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,22725.6243131178,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7665",W11432,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,138308.171826579,National Monuments Service (Ireland),UHKO,n.a.,n.a.
"7666",W11435,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,9892.70951849179,National Monuments Service (Ireland),ADCO Arch Ass Dundalk Bay/Northwestern Irish Sea,n.a.,n.a.
"7667",W11436,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,35410.5610899457,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7668",W11437,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 33m long, 8m in maximum width and lies in 59m of water. GSI Wreck No_70",n.a.,n.a.,,n.a.,n.a.,n.a.,28504.9177085885,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7669",W11438,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,46515.2948571633,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7670",W11439,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 65m long, 7m in maximum width and lies in 89m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of Irel",n.a.,Submarine,,n.a.,n.a.,n.a.,47228.2349756817,National Monuments Service (Ireland),"GSI Wreck Data; UKHO Wreck Data",n.a.,n.a.
"7671",W11440,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53083.9080772476,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7672",W11441,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53417.5152534981,National Monuments Service (Ireland),"GSI Wreck Data; UKHO Wreck Data",n.a.,n.a.
"7673",W11442,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2001 as part of the Irish National Seabed Survey. Wreck measures 90m long, 19m in maximum width and lies in 64m of water. GSI Wreck No_221",n.a.,n.a.,,n.a.,n.a.,n.a.,25930.9990505662,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7674",W11444,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 69m long, 20m in maximum width and lies in 155m of water. The wreck appears to be one of the 116 German U-boats sunk off the north coas",n.a.,Submarine,,n.a.,n.a.,n.a.,64475.0530521294,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7675",W11445,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53564.1339465678,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7676",W11446,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,16164.5708756472,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7677",W11447,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2005 as part of the Irish National Seabed Survey. Wreck measures 37.5m long, 11m in maximum width and lies in 28m of water. GSI Wreck No_157",n.a.,n.a.,,n.a.,n.a.,n.a.,10150.664273973,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7678",W11448,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,8358.1181599455,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7679",W11450,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck of a small coaster or trawler surveyed by the UKHO inn 1969. The wreck lies upside down and is orientated ENE-WSW on the seabed. Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures,n.a.,n.a.,,n.a.,n.a.,n.a.,52194.8306075878,National Monuments Service (Ireland),UKHO Wreck Data,n.a.,n.a.
"7680",W11451,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,30161.4173071728,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7681",W11452,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,13578.9068341535,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7682",W11454,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,49584.7619940133,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7683",W11455,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,50496.6620866299,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7684",W11456,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,48300.1048943107,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7685",W11457,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,30236.6717887121,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7686",W11458,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the UKHO inn 1976. The wreck is largely buried and lies orientated NE-SW on the seabed. Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 110m long, 22m in maximum wid",n.a.,n.a.,,n.a.,n.a.,n.a.,38546.8986232769,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7687",W11460,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2001 as part of the Irish National Seabed Survey. Wreck measures 119m long, 24m in maximum width and lies in 74m of water. GSI Wreck No_228",n.a.,n.a.,,n.a.,n.a.,n.a.,54805.3035784377,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7688",W11461,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,47933.2181174898,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7689",W11462,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,33824.6048144906,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7690",W11464,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53450.9438339927,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7691",W11465,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,Submarine,,n.a.,n.a.,n.a.,64517.6737534556,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7692",W11466,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53396.4607581944,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7693",W11469,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,16542.9204003675,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7694",W11470,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,47023.6622113231,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7695",W11471,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,51193.103714437,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7696",W11472,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,48745.9148574603,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7697",W11473,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Fishing trawler,n.a.,Fishing boat,,n.a.,n.a.,n.a.,272.387233364036,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7698",W11474,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,855.602516973945,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7699",W11476,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3789.32128325376,National Monuments Service (Ireland),UKHO.,n.a.,n.a.
"7700",W11478,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,7405.12118248518,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7701",W11479,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,36769.0962957284,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7702",W11481,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck recorded by the UKHO in 1932 as being in two different sections,n.a.,n.a.,,n.a.,n.a.,n.a.,707.994128808249,National Monuments Service (Ireland),UKHO Wreck Data,n.a.,n.a.
"7703",W11482,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,8989.2240374503,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7704",W11483,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,21077.0292433595,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7705",W11484,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,45718.511214319,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7706",W11485,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 35m long, 8m in maximum width and lies in 84m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of Irel",n.a.,Submarine,,n.a.,n.a.,n.a.,35553.9055655123,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7707",W11486,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 22m long, 4m in maximum width and lies in 65m of water. The wreck may be one of the 116 U-boats sunk off the north coast of Ireland at",n.a.,Submarine,,n.a.,n.a.,n.a.,34673.6571079046,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7708",W11487,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,"1918",n.a.,n.a.,n.a.,n.a.,n.a.,Submarine,,n.a.,n.a.,n.a.,49139.1663727157,National Monuments Service (Ireland),"GSI Wreck Data; UKHO Wreck Data",n.a.,n.a.
"7709",W11488,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,39727.1483414266,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7710",W11489,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,114063.372747344,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7711",W11490,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,121891.303603566,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7712",W11491,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,108047.437487172,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7713",W11492,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,95723.88294698,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7714",W11493,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,93050.3389515306,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7715",W11494,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,93963.366663551,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7716",W11495,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,115385.770709708,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7717",W11496,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,105610.445419824,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7718",W11497,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,132937.085831165,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7719",W11498,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,27558.5167759433,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7720",W11499,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,45224.6301600639,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7721",W11500,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,45615.8089404155,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7722",W11501,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44298.6957839253,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7723",W11502,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,51737.760986593,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7724",W11503,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,"1946",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,51827.5907464767,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7725",W11504,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,"1946",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,52072.2344940065,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7726",W11505,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53202.6843199872,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7727",W11506,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,53314.701261369,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7728",W11507,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,59538.7724954707,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7729",W11508,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,63445.9072680746,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7730",W11509,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6712.95286569462,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7731",W11510,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,37784.421699227,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7732",W11511,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,38121.3582856236,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7733",W11512,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44219.4508195165,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7734",W11513,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44874.2852631065,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7735",W11514,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,68126.2142830346,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7736",W11515,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6905.96841729235,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7737",W11516,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 37.5m long, 6m in maximum width and lies in 70m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of Ir",n.a.,Submarine,,n.a.,n.a.,n.a.,35792.3245806712,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7738",W11517,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 31m long, 5.5m in maximum width and lies in 64m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of Ir",n.a.,Submarine,,n.a.,n.a.,n.a.,34544.5801870815,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7739",W11518,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 57.5m long, 9.5m in maximum width and lies in 101m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of",n.a.,Submarine,,n.a.,n.a.,n.a.,55628.8248449763,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7740",W11519,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 50m long, 6.5m in maximum width and lies in 104m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of I",n.a.,Submarine,,n.a.,n.a.,n.a.,51537.818799753,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7741",W11520,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,30859.4342973997,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7742",W11521,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,48344.9182144634,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7743",W11522,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,60596.3461056141,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7744",W11523,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,46271.5129392878,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7745",W11524,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 39m long, 19m in maximum width and lies in 86m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of Ire",n.a.,Submarine,,n.a.,n.a.,n.a.,47726.7293401176,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7746",W11525,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 26m long, 8m in maximum width and lies in 126m of water. The wreck appears to be one of the 116 U-boats sunk off the north coast of Ire",n.a.,Submarine,,n.a.,n.a.,n.a.,60717.2992764851,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7747",W11527,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,33580.0867993659,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7748",W11528,Ireland,Unknown (Deadlight) (alternative 2 of 2),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,48117.9560916405,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7749",W11532,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,"1945",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,37202.5725977522,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7750",W11533,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,"1945",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,37202.5725977522,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7751",W11534,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,64985.9067169753,National Monuments Service (Ireland),UKHO,n.a.,n.a.
